Thread ID: 70235269057760
Total: 3.003410
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      0.001     0.000     0.000     0.001        1   NixonPi::BarGraphDriver#dim_all 
  0.00      0.000     0.000     0.000     0.000        8   Fixnum#- 
  0.00      0.000     0.000     0.000     0.000        4   StateMachine::Branch#match_event 
  0.00      0.000     0.000     0.000     0.000        3   MonitorMixin#mon_initialize 
  0.00      0.000     0.000     0.000     0.000        8   Kernel#kind_of? 
  0.00      0.000     0.000     0.000     0.000       11   Module#method_added 
  0.00      0.016     0.000     0.000     0.016        2   StateMachine::Event#fire 
  0.00      0.000     0.000     0.000     0.000        3   Logger::Formatter#initialize 
  0.00      0.000     0.000     0.000     0.000        5   <Class::Mutex>#allocate 
  0.00      0.000     0.000     0.000     0.000        1   NixonPi::Settings#data_pin 
  0.00      0.000     0.000     0.000     0.000        4   StateMachine::Branch#match_states 
  0.00      0.000     0.000     0.000     0.000        1   NixonPi::Settings#latch_pin 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::Transition#context 
  0.00      0.015     0.000     0.000     0.015        2   StateMachine::Callback#call 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::Transition#persist 
  0.00      0.000     0.000     0.000     0.000        4   BasicObject#initialize 
  0.00      0.001     0.000     0.000     0.001        3   <Class::NixonPi::Settings>#in12a_tubes 
  0.00      0.000     0.000     0.000     0.000        6   Float#-@ 
  0.00      0.000     0.000     0.000     0.000        5   Kernel#instance_variable_set 
  0.00      0.000     0.000     0.000     0.000        5   Symbol#to_s 
  0.00      0.604     0.000     0.000     0.604        1   NixonPi::Animations::Animation#initialize 
  0.00      0.000     0.000     0.000     0.000        1   Sync_m#sync_initialize 
  0.00      0.015     0.000     0.000     0.015        4  *StateMachine::TransitionCollection#run_callbacks 
  0.00      0.000     0.000     0.000     0.000        3   <Class::NixonPi::MultiDelegator>#delegate 
  0.00      0.000     0.000     0.000     0.000        4   Array#include? 
  0.00      0.000     0.000     0.000     0.000        8   NilClass#to_a 
  0.00      0.015     0.000     0.000     0.015        2   StateMachine::Transition#pausable 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::TransitionCollection#use_event_attributes? 
  0.00      0.015     0.000     0.000     0.015        2   StateMachine::TransitionCollection#within_transaction 
  0.00      0.000     0.000     0.000     0.000        3   <Class::Dir>#home 
  0.00      0.000     0.000     0.000     0.000        1   NixonPi::Settings#clock_pin 
  0.00      0.000     0.000     0.000     0.000        1   NixonPi::HandlerStateMachine#initialize_state 
  0.00      0.606     0.000     0.000     0.606        1   NixonPi::Animations::RampUpDownAnimation#initialize 
  0.00      0.001     0.000     0.000     0.001        1   Settingslogic#create_accessors! 
  0.00      0.000     0.000     0.000     0.000        1   Sync_m#sync_extend 
  0.00      0.000     0.000     0.000     0.000        5   Mutex#initialize 
  0.00      0.001     0.000     0.000     0.001        1   Settingslogic#initialize 
  0.00      0.015     0.000     0.000     0.015        8  *Kernel#catch 
  0.00      0.000     0.000     0.000     0.000        4   StateMachine::Transition#event 
  0.00      0.000     0.000     0.000     0.000        1   Float#round 
  0.00      0.000     0.000     0.000     0.000        4   Kernel#inspect 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::Transition#resume 
  0.00      0.000     0.000     0.000     0.000        3   <Class::File>#join 
  0.00      0.000     0.000     0.000     0.000        3   NixonPi::MultiDelegator#initialize 
  0.00      0.015     0.000     0.000     0.015        2   StateMachine::Machine#within_transaction 
  0.00      0.000     0.000     0.000     0.000        3   NixonPi::Settings#log_level 
  0.00      0.000     0.000     0.000     0.000        7   Module#=== 
  0.00      0.000     0.000     0.000     0.000        4   Hash#has_key? 
  0.00      0.000     0.000     0.000     0.000        5   BasicObject#== 
  0.00      0.000     0.000     0.000     0.000        1   NixonPi::AbioCardClient#pwm_reset 
  0.00      0.000     0.000     0.000     0.000        1   NixonPi::BarStateMachine#bar_index 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::StateCollection#match 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::TransitionCollection#reset 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::NodeCollection#each 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::Transition#reset 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::Transition#attribute 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::StateCollection#match! 
  0.00      0.000     0.000     0.000     0.000        1   NixonPi::StateHash#initialize 
  0.00      0.000     0.000     0.000     0.000        1   Symbol#match 
  0.00      0.000     0.000     0.000     0.000        3   Kernel#proc 
  0.00      0.000     0.000     0.000     0.000        1   Regexp#match 
  0.00      0.000     0.000     0.000     0.000        1   Array#to_default_s 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::Branch#matches? 
  0.00      0.000     0.000     0.000     0.000        2   Array#reject! 
  0.00      0.015     0.000     0.000     0.015        2   StateMachine::Transition#within_transaction 
  0.00      0.000     0.000     0.000     0.000        7   BasicObject#singleton_method_added 
  0.00      0.000     0.000     0.000     0.000        4   Array#[] 
  0.00      0.000     0.000     0.000     0.000        1   Kernel#extend 
  0.00      0.604     0.000     0.000     0.604        1   NixonPi::TubeDriver#initialize 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::TransitionCollection#run_actions 
  0.00      0.000     0.000     0.000     0.000        3   String#[] 
  0.00      0.000     0.000     0.000     0.000        1   <Module::Sync_m>#extend_object 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::TransitionCollection#persist 
  0.00      0.000     0.000     0.000     0.000        4   Hash#fetch 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::Transition#from_name 
  0.00      0.000     0.000     0.000     0.000        1   NixonPi::CommandParameters#command_parameters 
  0.00      0.000     0.000     0.000     0.000        4   Module#name 
  0.00      0.000     0.000     0.000     0.000        2   <Class::NixonPi::AbioCardClient>#instance 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::Transition#to_name 
  0.00      0.000     0.000     0.000     0.000        4   Fixnum#== 
  0.00      0.000     0.000     0.000     0.000        1   <Class::NixonPi::Settings>#in13_pins 
  0.00      0.000     0.000     0.000     0.000        1   Hash#replace 
  0.00      0.000     0.000     0.000     0.000        2   Array#length 
  0.00      0.000     0.000     0.000     0.000        2   Array#unshift 
  0.00      0.000     0.000     0.000     0.000        1   Module#extend_object 
  0.00      0.000     0.000     0.000     0.000        1   Fixnum#< 
  0.00      0.000     0.000     0.000     0.000        2   <Class::Array>#allocate 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::Machine#reset 
  0.00      0.000     0.000     0.000     0.000        1   String#to_sym 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::TransitionCollection#valid? 
  0.00      0.000     0.000     0.000     0.000        1   String#match 
  0.00      0.000     0.000     0.000     0.000        1   Kernel#=== 
  0.00      0.000     0.000     0.000     0.000        1   Array#to_formatted_s 
  0.00      0.604     0.000     0.000     0.604        1   <Class::NixonPi::TubeDriver>#instance 
  0.00      0.001     0.000     0.000     0.001        1   <Class::NixonPi::BarGraphDriver>#instance 
  0.00      0.000     0.000     0.000     0.000        1   Array#* 
  0.00      0.000     0.000     0.000     0.000        5   String#to_s 
  0.00      0.000     0.000     0.000     0.000        1   Fixnum#/ 
  0.00      0.000     0.000     0.000     0.000        3   <Class::IO>#allocate 
  0.00      0.000     0.000     0.000     0.000        2   Array#initialize 
  0.00      0.000     0.000     0.000     0.000        2   Proc#arity 
  0.00      0.000     0.000     0.000     0.000        1   StateMachine::Machine#add_events 
  0.00      0.000     0.000     0.000     0.000        1   StateMachine::Machine#add_states 
  0.00      0.000     0.000     0.000     0.000        1   NixonPi::Settings#in13_pins 
  0.00      0.000     0.000     0.000     0.000        2   Array#compact 
  0.00      0.000     0.000     0.000     0.000        2   Hash#initialize 
  0.00      0.016     0.000     0.000     0.016        3  *#<StateMachine::StateContext:0x007fc1da36d348>#write 
  0.00      0.000     0.000     0.000     0.000        1   <Module::Sync_m>#define_aliases 
  0.00      0.000     0.000     0.000     0.000        1   Kernel#singleton_class 
  0.00      0.000     0.000     0.000     0.000        1   MatchData#[] 
  0.00      0.000     0.000     0.000     0.000        2   Hash#values 
  0.00      0.000     0.000     0.000     0.000        1   String#to_i 
  0.00      0.000     0.000     0.000     0.000        1   Module#extended 

* indicates recursively called methods
Thread ID: 70235285060620
Total: 2.544059
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.08      0.893     0.002     0.891     0.000       22   Kernel#sleep 
  0.07      0.005     0.002     0.000     0.003       92  *Array#each 
  0.07      0.711     0.002     0.000     0.709       67  *Mutex#synchronize 
  0.04      0.002     0.001     0.000     0.001       44   <Class::StateMachine::Machine>#find_or_create 
  0.03      0.002     0.001     0.000     0.001      144   Range#include_with_range? 
  0.02      1.008     0.001     1.008     0.000       40   IO#write 
  0.02      0.001     0.001     0.000     0.000      144   Range#include_without_range? 
  0.02      0.001     0.001     0.000     0.001       95   StateMachine::NodeCollection#index 
  0.02      0.001     0.001     0.000     0.000       20   Time#strftime 
  0.02      0.001     0.001     0.000     0.000      250   Kernel#is_a? 
  0.02      1.225     0.000     0.000     1.225        1   NixonPi::Animations::RampUpDownAnimation#run 
  0.02      0.002     0.000     0.000     0.001       95   StateMachine::NodeCollection#[] 
  0.02      0.000     0.000     0.000     0.000      328   Fixnum#<=> 
  0.02      1.024     0.000     0.000     1.023       20   Logger#add 
  0.02      0.002     0.000     0.000     0.002       91   StateMachine::NodeCollection#fetch 
  0.02      2.544     0.000     0.000     2.544        1   Kernel#loop 
  0.02      0.000     0.000     0.000     0.000      288   Integer#to_i 
  0.02      0.001     0.000     0.000     0.000       25   Sync_m#sync_try_lock_sub 
  0.01      0.001     0.000     0.000     0.000       46   StateMachine::Machine#read 
  0.01      0.001     0.000     0.000     0.000       99   Enumerable#any? 
  0.01      0.000     0.000     0.000     0.000      204   Fixnum#to_s 
  0.01      0.002     0.000     0.000     0.002       42   StateMachine::StateCollection#matches? 
  0.01      0.002     0.000     0.000     0.002       44   StateMachine::MacroMethods#state_machine 
  0.01      1.856     0.000     0.000     1.856       14   #<StateMachine::StateContext:0x007fc1da35d768>#write 
  0.01      1.021     0.000     0.000     1.021       20   MonitorMixin#mon_synchronize 
  0.01      0.004     0.000     0.000     0.004       25   Sync_m#sync_synchronize 
  0.01      0.000     0.000     0.000     0.000      152   String#rjust 
  0.01      1.009     0.000     0.000     1.008       32   Array#map 
  0.01      0.001     0.000     0.000     0.000       42   StateMachine::State#matches? 
  0.01      0.000     0.000     0.000     0.000       44   StateMachine::State#value 
  0.01      0.000     0.000     0.000     0.000       95   Hash#each 
  0.01      0.006     0.000     0.000     0.006        8   NixonPi::AbioCardClient#pwm_write_registers 
  0.01      0.615     0.000     0.615     0.000       87   Mutex#lock 
  0.01      0.000     0.000     0.000     0.000      166   Symbol#== 
  0.01      0.000     0.000     0.000     0.000       20   MonitorMixin#mon_exit 
  0.01      0.000     0.000     0.000     0.000      152   <Class::Thread>#current 
  0.01      0.000     0.000     0.000     0.000       50   StateMachine::Machine#attribute 
  0.01      0.000     0.000     0.000     0.000       55   Kernel#respond_to? 
  0.01      0.001     0.000     0.000     0.000       29   <Class::Time>#now 
  0.01      0.012     0.000     0.000     0.012       20   MonitorMixin#mon_enter 
  0.01      0.001     0.000     0.000     0.001       25   Sync_m#sync_lock 
  0.01      0.002     0.000     0.000     0.002       25   Sync_m#sync_unlock 
  0.01      0.000     0.000     0.000     0.000       89   Kernel#block_given? 
  0.01      0.000     0.000     0.000     0.000        8   NixonPi::Easing#ease_in_out_quad 
  0.01      0.000     0.000     0.000     0.000       44   StateMachine::ClassMethods#state_machines 
  0.01      0.000     0.000     0.000     0.000       55   Hash#[]= 
  0.01      0.000     0.000     0.000     0.000       42   Kernel#lambda 
  0.01      1.856     0.000     0.000     1.856       14   NixonPi::HandlerStateMachine#handle 
  0.01      0.000     0.000     0.000     0.000      136   Integer#round 
  0.01      0.104     0.000     0.000     0.104        8   NixonPi::BarGraphDriver#write_to_bar 
  0.01      1.853     0.000     0.000     1.853       16  *#<StateMachine::StateContext:0x007fc1da361980>#write 
  0.01      1.854     0.000     0.000     1.854       42  *StateMachine::State#call 
  0.01      0.000     0.000     0.000     0.000       61   Hash#[] 
  0.01      0.000     0.000     0.000     0.000       25   NixonPi::HandlerStateMachine#params 
  0.01      0.000     0.000     0.000     0.000       87   Mutex#unlock 
  0.01      0.020     0.000     0.000     0.020       25  *#<StateMachine::StateContext:0x007fc1da365620>#write 
  0.01      0.000     0.000     0.000     0.000       80   Fixnum#* 
  0.01      0.000     0.000     0.000     0.000      117   Symbol#=== 
  0.01      0.000     0.000     0.000     0.000       68   Kernel#class 
  0.01      0.000     0.000     0.000     0.000       76   Kernel#hash 
  0.01      0.000     0.000     0.000     0.000        8   MockTelnet#cmd 
  0.01      0.000     0.000     0.000     0.000        8   Time#minus_without_duration 
  0.00      0.000     0.000     0.000     0.000       29   Time#initialize 
  0.00      0.000     0.000     0.000     0.000       47   Array#last 
  0.00      0.004     0.000     0.000     0.004       25   NixonPi::StateHash#sync 
  0.00      0.003     0.000     0.000     0.003       17   NixonPi::StateHash#[] 
  0.00      0.000     0.000     0.000     0.000       29   <Class::Time>#allocate 
  0.00      0.000     0.000     0.000     0.000       20   String#colorize 
  0.00      1.021     0.000     0.000     1.021       40  *Logger::LogDevice#write 
  0.00      0.000     0.000     0.000     0.000       20   Hash#merge 
  0.00      0.000     0.000     0.000     0.000       52   Array#first 
  0.00      1.853     0.000     0.000     1.853       54  *Proc#call 
  0.00      0.002     0.000     0.000     0.001       20   Logger#format_message 
  0.00      0.000     0.000     0.000     0.000       20   String#yellow 
  0.00      0.000     0.000     0.000     0.000       20   MonitorMixin#mon_check_owner 
  0.00      0.001     0.000     0.000     0.001        8   Time#minus_with_coercion 
  0.00      0.000     0.000     0.000     0.000        8   NixonPi::Retryable#retryable 
  0.00      1.024     0.000     0.000     1.024       20   Logger#debug 
  0.00      0.000     0.000     0.000     0.000       20   NixonPi::Logging#log 
  0.00      0.000     0.000     0.000     0.000        8   Time#minus_with_duration 
  0.00      0.000     0.000     0.000     0.000       41   Kernel#nil? 
  0.00      0.000     0.000     0.000     0.000       17   Hash#delete 
  0.00      0.001     0.000     0.000     0.001        8   NixonPi::AbioCardClient#handle 
  0.00      0.104     0.000     0.000     0.104        8   NixonPi::BarGraphDriver#write 
  0.00      0.001     0.000     0.000     0.001        8   NixonPi::Animations::Animation#time_diff_milli 
  0.00      0.000     0.000     0.000     0.000       33   NilClass#nil? 
  0.00      0.006     0.000     0.000     0.006        8   NixonPi::AbioCardClient#pwm_write 
  0.00      1.849     0.000     0.000     1.849       14   Method#call 
  0.00      0.000     0.000     0.000     0.000       20   Logger#format_severity 
  0.00      0.000     0.000     0.000     0.000       40   Fixnum#divmod 
  0.00      0.000     0.000     0.000     0.000       14   UnboundMethod#bind 
  0.00      0.000     0.000     0.000     0.000       20   Hash#initialize_copy 
  0.00      0.000     0.000     0.000     0.000       29   Fixnum#+ 
  0.00      0.000     0.000     0.000     0.000        1   Module#module_eval 
  0.00      0.000     0.000     0.000     0.000       20   Kernel#initialize_dup 
  0.00      0.000     0.000     0.000     0.000       12   StateMachine::Branch#matches_requirement? 
  0.00      0.000     0.000     0.000     0.000        8   Regexp#=== 
  0.00      0.000     0.000     0.000     0.000        9   StateMachine::Assertions#assert_valid_keys 
  0.00      0.000     0.000     0.000     0.000       40   Bignum#<=> 
  0.00      0.000     0.000     0.000     0.000        8   Numeric#quo 
  0.00      0.014     0.000     0.000     0.014        2   <Class::NixonPi::HandlerStateMachine>#handle_around_transition 
  0.00      0.105     0.000     0.000     0.105        8   NixonPi::Animations::Animation#write 
  0.00      0.000     0.000     0.000     0.000        8   StateMachine::TransitionCollection#actions 
  0.00      0.000     0.000     0.000     0.000       18   Float#- 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::TransitionCollection#initialize 
  0.00      0.000     0.000     0.000     0.000        8   <Class::ActiveSupport::Duration>#=== 
  0.00      2.544     0.000     0.000     2.544        1   <Class::NixonPi::MachineManager>#start_state_machines 
  0.00      0.000     0.000     0.000     0.000       18   Hash#empty? 
  0.00      0.000     0.000     0.000     0.000       16   Float#/ 
  0.00      0.000     0.000     0.000     0.000       22   <Class::Hash>#allocate 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::Transition#initialize 
  0.00      0.000     0.000     0.000     0.000       15   Symbol#to_sym 
  0.00      0.000     0.000     0.000     0.000       24   String#=== 
  0.00      0.000     0.000     0.000     0.000        8   Rational#to_f 
  0.00      0.000     0.000     0.000     0.000       14   Enumerable#all? 
  0.00      0.000     0.000     0.000     0.000       25   Hash#include? 
  0.00      0.000     0.000     0.000     0.000        9   Array#- 
  0.00      0.014     0.000     0.000     0.014        2   StateMachine::TransitionCollection#perform 
  0.00      0.000     0.000     0.000     0.000        4   StateMachine::Branch#matches_conditions? 
  0.00      0.000     0.000     0.000     0.000       21   Array#empty? 
  0.00      0.000     0.000     0.000     0.000        8   StateMachine::TransitionCollection#success? 
  0.00      0.000     0.000     0.000     0.000        8   NixonPi::Driver#client 
  0.00      0.000     0.000     0.000     0.000        1   StateMachine::Machine#event 
  0.00      0.604     0.000     0.000     0.604       14  *Class#new 
  0.00      0.000     0.000     0.000     0.000        4   StateMachine::Branch#match_query 
  0.00      0.014     0.000     0.000     0.014        2   StateMachine::EvalHelpers#evaluate_method 
  0.00      0.014     0.000     0.000     0.014        2   StateMachine::Transition#run_callbacks 
  0.00      0.001     0.000     0.000     0.001        8   NixonPi::StateHash#[]= 
  0.00      0.000     0.000     0.000     0.000       16   Float#to_f 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::TransitionCollection#catch_exceptions 
  0.00      0.000     0.000     0.000     0.000        8   Rational#/ 
  0.00      0.000     0.000     0.000     0.000        8   String#upcase 
  0.00      0.000     0.000     0.000     0.000        8   Kernel#Array 
  0.00      0.000     0.000     0.000     0.000        8   Array#[]= 
  0.00      0.000     0.000     0.000     0.000        4   StateMachine::Branch#match 
  0.00      0.000     0.000     0.000     0.000        8   NixonPi::AbioCardClient#connection 
  0.00      0.000     0.000     0.000     0.000       10   StateMachine::Transition#action 
  0.00      0.000     0.000     0.000     0.000       16   Fixnum#to_f 
  0.00      0.000     0.000     0.000     0.000        1   File#initialize 
  0.00      0.000     0.000     0.000     0.000        8   <Class::Range>#allocate 
  0.00      0.014     0.000     0.000     0.014        2   StateMachine::Machine#transaction 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::Machine#write 
  0.00      0.000     0.000     0.000     0.000        8   Float#< 
  0.00      0.015     0.000     0.000     0.015        2   StateMachine::Transition#perform 
  0.00      0.001     0.000     0.000     0.000        2   StateMachine::Event#transition_for 
  0.00      0.000     0.000     0.000     0.000        9   Hash#keys 
  0.00      0.000     0.000     0.000     0.000        6   Enumerable#detect 
  0.00      0.000     0.000     0.000     0.000        8   StateMachine::AllMatcher#matches? 
  0.00      0.000     0.000     0.000     0.000        9   Kernel#respond_to_missing? 
  0.00      0.014     0.000     0.000     0.014        4  *StateMachine::Callback#run_methods 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::Transition#after 
  0.00      0.014     0.000     0.000     0.014        4  *StateMachine::Transition#before 
  0.00      0.000     0.000     0.000     0.000        1   <Module::NixonPi::Logging>#configure_logger_for 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::Transition#context 
  0.00      0.015     0.000     0.000     0.015        2   StateMachine::Event#fire 
  0.00      0.000     0.000     0.000     0.000        8   Fixnum#- 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::Transition#resume 
  0.00      0.000     0.000     0.000     0.000        8   Kernel#kind_of? 
  0.00      0.000     0.000     0.000     0.000        4   StateMachine::Branch#match_states 
  0.00      0.000     0.000     0.000     0.000        8   <Class::BasicObject>#allocate 
  0.00      0.000     0.000     0.000     0.000        6   Float#-@ 
  0.00      0.000     0.000     0.000     0.000        8   Fixnum#fdiv 
  0.00      0.000     0.000     0.000     0.000       10   Array#uniq 
  0.00      0.014     0.000     0.000     0.014        2   StateMachine::TransitionCollection#within_transaction 
  0.00      0.000     0.000     0.000     0.000        1   MonitorMixin#mon_initialize 
  0.00      0.014     0.000     0.000     0.014        2   StateMachine::Callback#call 
  0.00      0.000     0.000     0.000     0.000        1   Sync_m#sync_initialize 
  0.00      0.014     0.000     0.000     0.014        2   StateMachine::Transition#pausable 
  0.00      0.000     0.000     0.000     0.000        4   StateMachine::Branch#match_event 
  0.00      0.014     0.000     0.000     0.014        4  *StateMachine::TransitionCollection#run_callbacks 
  0.00      0.000     0.000     0.000     0.000        4   Array#include? 
  0.00      0.000     0.000     0.000     0.000        8   Float#ceil 
  0.00      0.000     0.000     0.000     0.000        4   StateMachine::Transition#event 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::Transition#persist 
  0.00      0.000     0.000     0.000     0.000        1   Kernel#eval 
  0.00      0.603     0.000     0.000     0.603        1   NixonPi::Animations::Animation#initialize 
  0.00      0.000     0.000     0.000     0.000        1   Logger#initialize 
  0.00      0.603     0.000     0.000     0.603        1   NixonPi::Factory::ClassMethods#create 
  0.00      0.603     0.000     0.000     0.603        1   NixonPi::Animations::RampUpDownAnimation#initialize 
  0.00      0.000     0.000     0.000     0.000        5   Symbol#to_s 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::StateCollection#match 
  0.00      0.000     0.000     0.000     0.000        2   BasicObject#initialize 
  0.00      0.000     0.000     0.000     0.000        8   NilClass#to_a 
  0.00      0.014     0.000     0.000     0.014        2   StateMachine::Machine#within_transaction 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::NodeCollection#each 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::TransitionCollection#use_event_attributes? 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::Transition#reset 
  0.00      0.000     0.000     0.000     0.000        6   Module#=== 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::Branch#matches? 
  0.00      0.000     0.000     0.000     0.000        3   <Class::Mutex>#allocate 
  0.00      0.000     0.000     0.000     0.000        1   NixonPi::HandlerStateMachine#initialize_state 
  0.00      0.000     0.000     0.000     0.000        1   NixonPi::BarStateMachine#bar_index 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::TransitionCollection#reset 
  0.00      0.000     0.000     0.000     0.000        1   Sync_m#sync_extend 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::TransitionCollection#run_actions 
  0.00      0.014     0.000     0.000     0.014        8  *Kernel#catch 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::Transition#attribute 
  0.00      0.000     0.000     0.000     0.000        1   Logger::LogDevice#initialize 
  0.00      0.000     0.000     0.000     0.000        4   BasicObject#== 
  0.00      0.000     0.000     0.000     0.000        4   Array#[] 
  0.00      0.000     0.000     0.000     0.000        1   NixonPi::StateHash#initialize 
  0.00      0.000     0.000     0.000     0.000        2   Array#reject! 
  0.00      0.000     0.000     0.000     0.000        2   Module#define_method 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::StateCollection#match! 
  0.00      0.000     0.000     0.000     0.000        2   <Module::NixonPi::Logging>#logger_for 
  0.00      0.000     0.000     0.000     0.000        1   Symbol#match 
  0.00      0.000     0.000     0.000     0.000        1   Regexp#match 
  0.00      0.000     0.000     0.000     0.000        1   Kernel#extend 
  0.00      0.000     0.000     0.000     0.000        1   NixonPi::MultiDelegator#initialize 
  0.00      0.000     0.000     0.000     0.000        1   <Class::IO>#open 
  0.00      0.000     0.000     0.000     0.000        7   BasicObject#singleton_method_added 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::Transition#to_name 
  0.00      0.000     0.000     0.000     0.000        1   <Module::Sync_m>#extend_object 
  0.00      0.000     0.000     0.000     0.000        2   Proc#arity 
  0.00      0.000     0.000     0.000     0.000        2   Array#unshift 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::Transition#from_name 
  0.00      0.000     0.000     0.000     0.000        1   MonitorMixin#initialize 
  0.00      0.000     0.000     0.000     0.000        1   <Class::NixonPi::Settings>#log_level 
  0.00      0.014     0.000     0.000     0.014        2   StateMachine::Transition#within_transaction 
  0.00      0.000     0.000     0.000     0.000        1   <Class::NixonPi::MultiDelegator>#to 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::TransitionCollection#valid? 
  0.00      0.000     0.000     0.000     0.000        1   StateMachine::Machine#add_events 
  0.00      0.000     0.000     0.000     0.000        3   Mutex#initialize 
  0.00      0.000     0.000     0.000     0.000        1   <Module::Sync_m>#define_aliases 
  0.00      0.000     0.000     0.000     0.000        1   <Class::NixonPi::MultiDelegator>#delegate 
  0.00      0.000     0.000     0.000     0.000        1   NixonPi::CommandParameters#command_parameters 
  0.00      0.000     0.000     0.000     0.000        1   StateMachine::Machine#add_states 
  0.00      0.015     0.000     0.000     0.015        3  *#<StateMachine::StateContext:0x007fc1da36d348>#write 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::TransitionCollection#persist 
  0.00      0.000     0.000     0.000     0.000        2   Module#name 
  0.00      0.000     0.000     0.000     0.000        2   <Class::Array>#allocate 
  0.00      0.000     0.000     0.000     0.000        2   Module#method_added 
  0.00      0.000     0.000     0.000     0.000        2   Array#compact 
  0.00      0.000     0.000     0.000     0.000        4   Fixnum#== 
  0.00      0.000     0.000     0.000     0.000        2   Array#initialize 
  0.00      0.000     0.000     0.000     0.000        2   Hash#values 
  0.00      0.000     0.000     0.000     0.000        1   <Class::NixonPi::BarGraphDriver>#instance 
  0.00      0.000     0.000     0.000     0.000        1   NixonPi::Settings#log_level 
  0.00      0.000     0.000     0.000     0.000        1   String#to_sym 
  0.00      0.000     0.000     0.000     0.000        1   Kernel#singleton_class 
  0.00      0.000     0.000     0.000     0.000        1   <Class::Settingslogic>#instance 
  0.00      0.000     0.000     0.000     0.000        1   Module#extended 
  0.00      0.000     0.000     0.000     0.000        1   String#match 
  0.00      0.000     0.000     0.000     0.000        1   <Class::File>#join 
  0.00      0.000     0.000     0.000     0.000        1   Fixnum#< 
  0.00      0.000     0.000     0.000     0.000        1   Module#extend_object 
  0.00      0.000     0.000     0.000     0.000        1   <Class::Dir>#home 
  0.00      0.000     0.000     0.000     0.000        2   Hash#initialize 
  0.00      0.603     0.000     0.000     0.603        1   <Class::NixonPi::TubeDriver>#instance 
  0.00      0.000     0.000     0.000     0.000        2   Array#length 
  0.00      0.000     0.000     0.000     0.000        1   MatchData#[] 
  0.00      0.000     0.000     0.000     0.000        1   String#to_i 
  0.00      0.000     0.000     0.000     0.000        1   Logger::Formatter#initialize 
  0.00      0.000     0.000     0.000     0.000        1   Kernel#proc 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::Machine#reset 
  0.00      0.000     0.000     0.000     0.000        1   <Class::IO>#allocate 

* indicates recursively called methods
Thread ID: 70235269016020
Total: 2.541884
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.13      1.518     0.003     0.000     1.514      100   Mutex#synchronize 
  0.07      0.003     0.002     0.000     0.001       91   <Class::StateMachine::Machine>#find_or_create 
  0.04      0.002     0.001     0.000     0.001      185   StateMachine::NodeCollection#index 
  0.04      1.003     0.001     1.002     0.000       23   Kernel#sleep 
  0.03      0.003     0.001     0.000     0.002      185   StateMachine::NodeCollection#[] 
  0.03      0.003     0.001     0.000     0.003      184   StateMachine::NodeCollection#fetch 
  0.03      0.001     0.001     0.000     0.001       49   Sync_m#sync_try_lock_sub 
  0.03      0.005     0.001     0.000     0.004       90   StateMachine::StateCollection#matches? 
  0.02      0.001     0.001     0.000     0.001       92   StateMachine::Machine#read 
  0.02      0.008     0.001     0.000     0.007       49   Sync_m#sync_synchronize 
